;--- j
;; ju&oju&_1
stjd    sotajod IV_0hwnyn       implore;beg
stjdY   sotajodaY       IV_0_Pass_yu    be implored;be begged
;; jadA'_1
jdA'    jadA'   N0_Nh   advantage;gain
jdA&    jadA&   Nh      advantage;gain
jdA}    jadA}   Nhy     advantage;gain
jdwY    jadowaY N0      advantage;benefit
jdwA    jadowA  Nhy     advantage;benefit
;; >ajodaY_2
>jdY    >ajodaY N0      more/most useful
AjdY    >ajodaY N0      more/most useful
>jdA    >ajodA  Nhy     more/most useful
AjdA    >ajodA  Nhy     more/most useful
>jdy    >ajoday NAn_Nayn        more/most useful
Ajdy    >ajoday NAn_Nayn        more/most useful
;; {isotijodA'_1
<stjdA' {isotijodA'     N0_Nh   plea;supplication
AstjdA' {isotijodA'     N0_Nh   plea;supplication
<stjdA& {isotijodA&     Nh      plea;supplication
AstjdA& {isotijodA&     Nh      plea;supplication
<stjdA} {isotijodA}     Nhy     plea;supplication
AstjdA} {isotijodA}     Nhy     plea;supplication
<stjdA' {isotijodA'     NAn_Nayn        pleas;supplications
AstjdA' {isotijodA'     NAn_Nayn        pleas;supplications
<stjdA} {isotijodA}     Nayn    pleas;supplications
AstjdA} {isotijodA}     Nayn    pleas;supplications
<stjdA' {isotijodA'     NAt     pleas;supplications
AstjdA' {isotijodA'     NAt     pleas;supplications
;; mujodiy_1
mjdy    mujodiy N0F_Nh  useful;suitable
mjd     mujod   NK      useful;suitable
mjdy    mujodiy NAn_Nayn        useful;suitable
mjd     mujod   Nuwn_Niyn       useful;suitable
mjdy    mujodiy NapAt   useful;suitable
;; jadoy_1
jdy     jadoy   Ndu     goat
jdA'    jidA'   N0_Nh   goats
jdA&    jidA&   Nh      goats
jdA}    jidA}   Nhy     goats
jdyAn   jidoyAn N       goats
;; jadoy_2
jdy     jadoy   Ndip    Capricorn
;
;; ja*~-u_1
j*      ja*~    PV_V    excise;cut off
j**     ja*a*   PV_C    excise;cut off
j*      ju*~    IV_V    excise;cut off
j**     jo*u*   IV_C    excise;cut off
;; ja*~a*_1
j**     ja*~a*  PV_intr be isolated
j**     ja*~i*  IV_intr_yu      be isolated
;; taja*~a*_1
tj**    taja*~a*        PV_intr be divided;break up
tj**    taja*~a*        IV_intr be divided;break up
;; ju*A*ap_1
j*A*    ju*A*   NapAt   slip;shred
;
;; ja*ab-i_1
j*b     ja*ab   PV      pull;attract
j*b     jo*ib   IV      pull;attract
;; jA*ab_1
jA*b    jA*ab   PV      contend;compete
jA*b    jA*ib   IV_yu   contend;compete
;; tajA*ab_1
tjA*b   tajA*ab PV      attract;contend
tjA*b   tajA*ab IV      attract;contend
;; {inoja*ab_1
<nj*b   {inoja*ab       PV      gravitate;be attracted
Anj*b   {inoja*ab       PV      gravitate;be attracted
nj*b    noja*ib IV      gravitate;be attracted
;; {ijota*ab_1
<jt*b   {ijota*ab       PV      attract;allure
Ajt*b   {ijota*ab       PV      attract;allure
jt*b    jota*ib IV      attract;allure
;; ja*ob_1
j*b     ja*ob   N       attraction
;; ja*~Ab_1
j*Ab    ja*~Ab  Nall    attractive;alluring
;; >ajo*ab_1
>j*b    >ajo*ab Nel     more/most attractive
Aj*b    >ajo*ab Nel     more/most attractive
;; {inoji*Ab_1
<nj*Ab  {inoji*Ab       NduAt   attraction;tendency
Anj*Ab  {inoji*Ab       NduAt   attraction;tendency
<jt*Ab  {ijoti*Ab       NduAt   attraction;enticement
Ajt*Ab  {ijoti*Ab       NduAt   attraction;enticement
;; jA*ib_1
jA*b    jA*ib   Nall    attractive;alluring
;; jA*ibiy~ap_1
jA*by   jA*ibiy~        Nap     gravitation;gravitational     <pos>jA*ibiy~/NOUN</pos>
;; majo*uwb_1
mj*wb   majo*uwb        Nall    attracted;insane;lunatic
;; majo*uwb_2
mj*wb   majo*uwb        N0      Majdoub;Mejdoub
;; majA*iyb_1
mjA*yb  majA*iyb        Ndip    insane;lunatics
;; mutajA*ib_1
mtjA*b  mutajA*ib       Nall    mutually attracted
;; munoja*ab_1
mnj*b   munoja*ab       Nall    attracted;tending
;
;; ja*ar-u_1
j*r     ja*ar   PV      uproot;extract
j*r     jo*ur   IV      uproot;extract
;; ja*~ar_1
j*r     ja*~ar  PV      extract the root;take root
j*r     ja*~ir  IV_yu   extract the root;take root
;; {inoja*ar_1
<nj*r   {inoja*ar       PV_intr be extracted;be uprooted
Anj*r   {inoja*ar       PV_intr be extracted;be uprooted
nj*r    noja*ir IV_intr be extracted;be uprooted
;; ji*or_1
j*r     ji*or   Ndu     root;stub
j*r     ja*or   Ndu     root;stub
j*wr    ju*uwr  N       roots;stubs
;; ji*oriy~_1
j*ry    ji*oriy~        Nall    radical;root     <pos>ji*oriy~/ADJ</pos>
;; tajo*iyr_1
tj*yr   tajo*iyr        NduAt   evolution;root extraction
;
;; ja*aE_1
j*E     ja*aE   Ndu     youth
j*EAn   ju*oEAn N       youths
;; ja*aEap_1
j*E     ja*aE   Nap     again;once more
;; ja*aEAF_1
j*E     ja*aE   NF      again;once more     <pos>ja*aE/ADV</pos>
;; ji*oE_1
j*E     ji*oE   Ndu     trunk;stump
>j*AE   >ajo*AE N       trunks;stumps
Aj*AE   >ajo*AE N       trunks;stumps
j*wE    ju*uwE  N       trunks;stumps
;; ji*oEiy~_1
j*Ey    ji*oEiy~        Nall    truncal;torso     <pos>ji*oEiy~/ADJ</pos>
;
;; ja*~af_1
j*f     ja*~af  PV      row
j*f     ja*~if  IV_yu   row
;; mijo*Af_1
mj*Af   mijo*Af Ndu     oar
mjA*yf  majA*iyf        Ndip    oars
;
;; ja*il-a_1
j*l     ja*il   PV_intr be happy;rejoice
j*l     jo*al   IV_intr be happy;rejoice
;; >ajo*al_1
>j*l    >ajo*al PV      make happy;gladden
Aj*l    >ajo*al PV      make happy;gladden
j*l     jo*il   IV_yu   make happy;gladden
j*l     jo*al   IV_Pass_yu      be made happy;be gladdened
;; ji*ol_1
j*l     ji*ol   Ndu     stump
>j*Al   >ajo*Al N       stumps
Aj*Al   >ajo*Al N       stumps
j*wl    ju*uwl  N       stumps
;; ja*al_1
j*l     ja*al   N       happiness;gaiety
;; ja*il_1
j*l     ja*il   Ndu     happy;gay
j*lAn   ju*olAn N       happy;gay
j*lAn   ja*olAn N/ap    happy;gay
;
;; ja*am-iu_1
j*m     ja*am   PV      cut off;excise
j*m     jo*im   IV      cut off;excise
j*m     jo*um   IV      cut off;excise
;; ja*im-a_1
j*m     ja*im   PV      have leprosy
j*m     jo*am   IV      have leprosy
;; ji*om_1
j*m     ji*om   Ndu     root
j*wm    ju*uwm  N       roots
>j*Am   >ajo*Am N       roots
Aj*Am   >ajo*Am N       roots
;; ju*Am_1
j*Am    ju*Am   N       leprosy
;; ju*Amap_1
j*Am    ju*Am   NapAt   stubble
;; >ajo*am_1
>j*m    >ajo*am Nel     mutilated;leprous
Aj*m    >ajo*am Nel     mutilated;leprous
j*mY    ja*omaY N0      mutilated;leprous
j*mA    ja*omA  Nhy     mutilated;leprous
;; majo*uwm_1
mj*wm   majo*uwm        Nall    leprous
;
;; ju*omuwr_1
j*mwr   ju*omuwr        Ndu     stump
j*Amyr  ja*Amiyr        Ndip    stumps
;
;; ja*owap_1
j*w     ja*ow   Napdu   firebrand;burning log
j*Y     ji*aY   N0      firebrands;burning logs
j*A     ji*A    Nh      firebrands;burning logs
j*A'    ji*A'   N0_Nh   firebrands;burning logs
j*A&    ji*A&   Nh      firebrands;burning logs
j*A}    ji*A}   Nhy     firebrands;burning logs
;
;; jar~-u_1
jr      jar~    PV_V    pull;drag
jrr     jarar   PV_C    pull;drag
jr      jur~    IV_V    pull;drag
jrr     jorur   IV_C    pull;drag
;; >ajar~_1
>jr     >ajar~  PV_V    ruminate
Ajr     >ajar~  PV_V    ruminate
>jrr    >ajorar PV_C    ruminate
Ajrr    >ajorar PV_C    ruminate
jr      jir~    IV_V_yu ruminate
jrr     jorir   IV_C_yu ruminate
;; {inojar~_1
<njr    {inojar~        PV_V_intr       be pulled;be dragged;be towed
Anjr    {inojar~        PV_V_intr       be pulled;be dragged;be towed
<njrr   {inojarar       PV_C_intr       be pulled;be dragged;be towed
Anjrr   {inojarar       PV_C_intr       be pulled;be dragged;be towed
njr     nojar~  IV_V_intr       be pulled;be dragged;be towed
njrr    nojarir IV_C_intr       be pulled;be dragged;be towed
;; {ijotar~_1
<jtr    {ijotar~        PV_V    ruminate;repeat
Ajtr    {ijotar~        PV_V    ruminate;repeat
<jtrr   {ijotarar       PV_C    ruminate;repeat
Ajtrr   {ijotarar       PV_C    ruminate;repeat
jtr     jotar~  IV_V    ruminate;repeat
jtrr    jotarir IV_C    ruminate;repeat
;; jar~_1
jr      jar~    N       pulling
;; jar~ap_1
jr      jar~    Napdu   jar
jrAr    jirAr   N       jars
;; jur~ap_1
jr      jur~    Napdu   stroke;rut
;; jar~Ar_1
jrAr    jar~Ar  Nall    dragging
;; jar~Ar_2
jrAr    jar~Ar  N/At    tractor
;; jAruwr_1
jArwr   jAruwr  Ndu     drawer
jwAryr  jawAriyr        Ndip    drawers
;; jAruwrap_1
jArwr   jAruwr  NapAt   rake
;; jariyr_1
jryr    jariyr  Nprop   Jarir
;; jariyrap_1
jryr    jariyr  Nap     guilt;offense
;; majar~_1
mjr     majar~  NduAt   galaxy
;; majar~iy~_1
mjry    majar~iy~       Nall    galactic     <pos>majar~iy~/ADJ</pos>
;; {inojirAriy~_1
<njrAry {inojirAriy~    Nall    towage     <pos>{inojirAriy~/ADJ</pos>
AnjrAry {inojirAriy~    Nall    towage     <pos>{inojirAriy~/ADJ</pos>
;; majoruwr_1
mjrwr   majoruwr        Nall    dragged;pulled
;; majoruwr_2
mjrwr   majoruwr        Nall    drain;sewer
mjAryr  majAriyr        Ndip    drains;sewers
;
;; jaru&-u_1
jr&     jaru&   PV_intr dare;risk
jr&     joru&   IV_intr dare;risk
jr}     joru}   IV_yn   dare;risk
;; jar~a>_1
jr>     jar~a>  PV->    encourage
jr|     jar~a|  PV-|    encourage
jr&     jar~a&  PV_w    encourage
jr}     jar~i}  IV_yu   encourage
;; tajar~a>_1
tjr>    tajar~a>        PV->    dare;risk
tjr|    tajar~a|        PV-|    dare;risk
tjr&    tajar~a&        PV_w    dare;risk
tjr>    tajar~a>        IV      dare;risk
tjr|    tajar~a|        IV-|    dare;risk
tjr&    tajar~a&        IV_wn   dare;risk
tjr}    tajar~a}        IV_yn   dare;risk
;; {ijotara>_1
<jtr>   {ijotara>       PV->_intr       be daring
Ajtr>   {ijotara>       PV->_intr       be daring
<jtr|   {ijotara|       PV-|_intr       be daring
Ajtr|   {ijotara|       PV-|_intr       be daring
<jtr&   {ijotara&       PV_w_intr       be daring
Ajtr&   {ijotara&       PV_w_intr       be daring
jtr}    jotari} IV_intr be daring
;; jariy'_1
jry'    jariy'  N0      bold;courageous     <pos>jariy'/ADJ</pos>
jry}    jariy}  NF      bold;courageous
jry}    jariy}  NapAt   bold;courageous
jry}    jariy}  NAn_Nayn        bold;courageous
jry}    jariy}  Nuwn_Niyn       bold;courageous
>jryA'  >ajoriyA'       N0_Nh   bold;courageous
>jryA&  >ajoriyA&       Nh      bold;courageous
>jryA}  >ajoriyA}       Nhy     bold;courageous
AjryA'  >ajoriyA'       N0_Nh   bold;courageous
AjryA&  >ajoriyA&       Nh      bold;courageous
AjryA}  >ajoriyA}       Nhy     bold;courageous
;; juro>ap_1
jr>     juro>   Nap     courage;boldness
;; jarA'ap_1
jrA'    jarA'   Nap     courage;boldness
;; mujotari}_1
mjtr}   mujotari}       Nall    bold;forward
;
;; jrAm_1
jrAm    jrAm    NduAt   gram
grAm    grAm    NduAt   gram
;
;; jrAniyt_1
jrAnyt  jrAniyt N       granite
grAnyt  grAniyt N       granite
;; jrAniytiy~_1
jrAnyty jrAniytiy~      N-ap    granite;granitic     <pos>jrAniytiy~/ADJ</pos>
grAnyty grAniytiy~      N-ap    granite;granitic     <pos>jrAniytiy~/ADJ</pos>
;
;
;; jarib-a_1
jrb     jarib   PV_intr be mangy;fade
jrb     jorab   IV_intr be mangy;fade
;; jar~ab_1
jrb     jar~ab  PV      test;try;attempt
jrb     jar~ib  IV_yu   test;try;attempt
;; jarab_1
jrb     jarab   N       mange;scabies
;; jarib_1
jrb     jarib   Nall    mangy;scabby
;; >ajorab_1
>jrb    >ajorab Nel     mangy;scabby
Ajrb    >ajorab Nel     mangy;scabby
jrbA'   jarobA' N0_Nh   mangy;scabby
jrbA&   jarobA& Nh      mangy;scabby
jrbA}   jarobA} Nhy     mangy;scabby
jrb     jurob   N       mangy;scabby
jrbAn   jarobAn N/ap    mangy;scabby
;; jirAb_1
jrAb    jirAb   Ndu     sack;case
>jrb    >ajorib Nap     sacks;cases
Ajrb    >ajorib Nap     sacks;cases
jrb     jurub   N       sacks;cases
;; jurAb_1
jrAb    jurAb   N/At    stockings
;; jariyb_1
jryb    jariyb  NduAt   patch of land
;; tajoribap_1
tjrb    tajorib Napdu   experience;experiment
tjArb   tajArib Ndip    experiences;experiments
;; tajoriyb_1
tjryb   tajoriyb        NduAt   trial;test
;; tajoriybiy~_1
tjryby  tajoriybiy~     Nall    trial;experimental     <pos>tajoriybiy~/ADJ</pos>
;; mujar~ib_1
mjrb    mujar~ib        Nall    tester;experimenter
;; mujar~ab_1
mjrb    mujar~ab        Nall    tested
;
;; jaroba*ap_1
jrb*    jaroba* Nap     swindle;deception
;; jurobu*_1
jrb*    jurobu* Ndu     impostor;swindler
jrAb*   jarAbi* Nap     impostors;swindlers
;
;; jarobazap_1
jrbz    jarobaz Nap     swindle;deception
;; jurobuz_1
jrbz    jurobuz Ndu     impostor;swindler
jrAbz   jarAbiz Nap     impostors;swindlers
;
;; jarabanodiy~ap_1
jrbndy  jarabanodiy~    Nap     knapsack;pouch     <pos>jarabanodiy~/NOUN</pos>
jrAbndy jarAbanodiy~    Nap     knapsack;pouch     <pos>jarAbanodiy~/NOUN</pos>
;
; also under yrbwE
;; jarobuwE_1
jrbwE   jarobuwE        N       jerboa
jrAbyE  jarAbiyE        Ndip    jerboas
;
;; tajarovam_1
tjrvm   tajarovam       PV      take root;germinate
tjrvm   tajarovam       IV      take root;germinate
;; jurovuwm_1
jrvwm   jurovuwm        Ndu     germ;microbe
jrvwm   jurovuwm        Napdu   germ;microbe
jrAvym  jarAviym        Ndip    germs;microbes
;; jurovuwmiy~_1
jrvwmy  jurovuwmiy~     Nall    germ;bacterial     <pos>jurovuwmiy~/ADJ</pos>
;
;; jarAj_1
jrAj    jarAj   NduAt   garage
;
;; jarojar_1
jrjr    jarojar PV      gargle;drag
jrjr    jarojir IV_yu   gargle;drag
;; tajarojar_1
tjrjr   tajarojar       PV_intr be gargled;be dragged
tjrjr   tajarojar       IV_intr be gargled;be dragged
;; jarojarap_1
jrjr    jarojar Nap     gargling;clatter
;; jirojir_1
jrjr    jirojir N       beans
;; jirojiyr_1
jrjyr   jirojiyr        N       watercress
;
;; jirojis_1
jrjs    jirojis N0      Girgis
;
;; jaraH-a_1
jrH     jaraH   PV      wound;injure
jrH     joraH   IV      wound;injure
jrH     juriH   PV_Pass be wounded;be injured
jrH     joraH   IV_Pass_yu      be wounded;be injured
;; jar~aH_1
jrH     jar~aH  PV      challenge;invalidate
jrH     jar~iH  IV_yu   challenge;invalidate
;; {inojaraH_1
<njrH   {inojaraH       PV_intr be wounded;be injured
AnjrH   {inojaraH       PV_intr be wounded;be injured
njrH    nojariH IV_intr be wounded;be injured
;; {ijotaraH_1
<jtrH   {ijotaraH       PV      commit
AjtrH   {ijotaraH       PV      commit
jtrH    jotariH IV      commit
;; juroH_1
jrH     juroH   Ndu     wound;injury
jrAH    jirAH   N       wounds;injuries
jrwH    juruwH  N/At    wounds;injuries
>jrAH   >ajorAH N       wounds;injuries
AjrAH   >ajorAH N       wounds;injuries
;; jar~AH_1
jrAH    jar~AH  Nall    surgeon
;; jar~AH_2
jrAH    jar~AH  N0      Jarrah
;; jirAHap_1
jrAH    jirAH   Nap     surgery
;; jirAHiy~_1
jrAHy   jirAHiy~        Nall    surgical     <pos>jirAHiy~/ADJ</pos>
;; jariyH_1
jryH    jariyH  N/ap    wounded;injured
jrHY    jaroHaY N0      wounded;injured
jrHA    jaroHA  Nhy     wounded;injured
;; tajoriyH_1
tjryH   tajoriyH        NduAt   surgery;slander
;; jAriH_1
jArH    jAriH   Nall    injuring;predatory
;; jAriHap_1
jArH    jAriH   Napdu   predatory
jwArH   jawAriH Ndip    predatory;extremities
;; majoruwH_1
mjrwH   majoruwH        Nall    wounded;injured
mjAryH  majAriyH        Ndip    wounded;injured
;
;; jarad-u_1
jrd     jarad   PV      remove;strip;take stock
jrd     jorud   IV      remove;strip;take stock
;; jar~ad_1
jrd     jar~ad  PV      remove;strip
jrd     jar~id  IV_yu   remove;strip
;; tajar~ad_1
tjrd    tajar~ad        PV_intr be stripped;renounce
tjrd    tajar~ad        IV_intr be stripped;renounce
;; jarod_1
jrd     jarod   N       inventory;stocktaking
;; jarid_1
jrd     jarid   N       barren
jrd     jurod   N       barren
;; >ajorad_1
>jrd    >ajorad Nel     barren
Ajrd    >ajorad Nel     barren
jrdA'   jarodA' N0_Nh   barren
jrdA&   jarodA& Nh      barren
jrdA}   jarodA} Nhy     barren
;; jarAd_1
jrAd    jarAd   N       locusts
jrAd    jarAd   Napdu   locust
;; jariyd_1
jryd    jariyd  N       palm branches;javelin
;; jariydap_1
jryd    jariyd  Napdu   newspaper
jrA}d   jarA}id Ndip    newspapers
;; tajoriyd_1
tjryd   tajoriyd        NduAt   stripping
;; tajoriydap_1
tjryd   tajoriyd        NapAt   military detachment;expeditionary force
tjAryd  tajAriyd        Ndip    military detachments;expeditionary forces
;; tajoriydiy~_1
tjrydy  tajoriydiy~     Nall    abstract     <pos>tajoriydiy~/ADJ</pos>
;; tajar~ud_1
tjrd    tajar~ud        NduAt   freedom;abstraction
;; mujar~ad_1
mjrd    mujar~ad        N       nothing but;mere
lmjrd   limujar~ad      FW-Wa   for no reason except;for the sole reason     <pos>limujar~ad/ADV</pos>
;; mujar~ad_2
mjrd    mujar~ad        Nall    bare;pure
;; mutajar~id_1
mtjrd   mutajar~id      Nall    impartial
; AFP corpus only (no evidence of this elsewhere ??)
;; juruwd_1
jrwd    juruwd  N       barren areas
;
;; jarodal_1
jrdl    jarodal Ndu     bucket;pail
jrAdl   jarAdil Ndip    buckets;pails
;
;; jura*_1
jr*     jura*   Ndu     rat
jr*wn   jir*awn Ndu     rat
jr*An   jiro*An N       rats
jr*An   juro*An N       rats
jrA*yn  jarA*iyn        Ndip    rats
;
;; jaraz-u_1
jrz     jaraz   PV      annihilate;cut off
jrz     joruz   IV      annihilate;cut off
;; jurozap_1
jrz     juroz   Napdu   bundle;ponytail
jrz     juraz   N       bundles;ponytails
;
;; jaras-i_1
jrs     jaras   PV      ring;toll
jrs     joris   IV      ring;toll
;; jar~as_1
jrs     jar~as  PV      make inure;sorely try;discredit
jrs     jar~is  IV_yu   make inure;sorely try;discredit
;; jaros_1
jrs     jaros   N       sound;tone
;; jaras_1
jrs     jaras   Ndu     bell
>jrAs   >ajorAs N       bells
AjrAs   >ajorAs N       bells
;; jurosap_1
jrs     juros   Nap     defamation;scandal
;
;; jirosiy~ap_1
jrsy    jirosiy~        NapAt   jersey     <pos>jirosiy~/NOUN</pos>
jrsy    jirosiy~        N       jersey
jrsAy   jirsAy  Nap     jersey
;
;; jarsuwn_1
jrswn   jarsuwn N/At    waiter
;; jarsuwnap_1
jrswn   jarsuwn NapAt   waitress
;
;; jara$-u_1
jr$     jara$   PV      grate;crush;grind
jr$     joru$   IV      grate;crush;grind
;; jaro$_1
jr$     jaro$   N       grating;scraping
;; jariy$_1
jry$    jariy$  Nall    crushed;ground
;; jar~A$_1
jrA$    jar~A$  NapAt   crusher;grinder
;; jAruw$ap_1
jArw$   jAruw$  Napdu   quern;hand mill
jwAry$  jawAriy$        Ndip    querns;hand mills
;; jara$_1
jr$     jara$   Ndip    Jerash;Jarash (Jor.)
;
;; jariD-a_1
jrD     jariD   PV      choke;be upset;be moved
jrD     joraD   IV      choke;be upset;be moved
;; jaraD-u_1
jrD     jaraD   PV      choke;suffocate
jrD     joruD   IV      choke;suffocate
;; >ajoraD_1
>jrD    >ajoraD PV      alarm;unnerve
AjrD    >ajoraD PV      alarm;unnerve
jrD     joriD   IV_yu   alarm;unnerve
jrD     joraD   IV_Pass_yu      be alarmed;be unnerved
;; jariyD_1
jryD    jariyD  N       choking
;
;; jaraE-ia_1
jrE     jaraE   PV      absorb;swallow;devour
jrE     jariE   PV      absorb;swallow;devour
jrE     joraE   IV      absorb;swallow;devour
;; jar~aE_1
jrE     jar~aE  PV      make swallow;gulp down
jrE     jar~iE  IV_yu   make swallow;gulp down
;; tajar~aE_1
tjrE    tajar~aE        PV      swallow;drink
tjrE    tajar~aE        IV      swallow;drink
;; {ijotaraE_1
<jtrE   {ijotaraE       PV      swallow;gulp down
AjtrE   {ijotaraE       PV      swallow;gulp down
jtrE    jotariE IV      swallow;gulp down
;; juroEap_1
jrE     juroE   NapAt   dosage;gulp
;
;; jaraf-u_1
jrf     jaraf   PV      tear out;remove;sweep away
jrf     joruf   IV      tear out;remove;sweep away
;; jar~af_1
jrf     jar~af  PV      carry away;wash away
jrf     jar~if  IV_yu   carry away;wash away
;; {inojaraf_1
<njrf   {inojaraf       PV_intr be swept away;be carried away
Anjrf   {inojaraf       PV_intr be swept away;be carried away
njrf    nojarif IV_intr be swept away;be carried away
;; {ijotaraf_1
<jtrf   {ijotaraf       PV      carry away;wash away;tear out
Ajtrf   {ijotaraf       PV      carry away;wash away;tear out
jtrf    jotarif IV      carry away;wash away;tear out
;; jarof_1
jrf     jarof   N       shoveling;dredging
;; jurof_1
jrf     jurof   Ndu     bluff;cliff
jrwf    juruwf  N       bluffs;cliffs
;; jar~Afap_1
jrAf    jar~Af  NapAt   rake;bulldozer
jrAryf  jarAriyf        Ndip    rakes;bulldozers
;; majoraf_1
mjrf    majoraf Ndu     torrent
;; mijorafap_1
mjrf    mijoraf Napdu   shovel;trowel
mjrAf   mijorAf Ndu     shovel;scoop
mjAryf  majAriyf        Ndip    shovels;scoops
;; tajoriyf_1
tjryf   tajoriyf        NduAt   carrying away;washing away
;; {inojirAf_1
<njrAf  {inojirAf       NduAt   erosion
AnjrAf  {inojirAf       NduAt   erosion
;; jArif_1
jArf    jArif   Nall    torrential;stormy
;
;; jarokas_1
jrks    jarokas N       Circassians
;; jarokasiy~_1
jrksy   jarokasiy~      Nall    Circassian     <pos>jarokasiy~/NOUN</pos>
jrksy   jarokasiy~      Nall    Circassian     <pos>jarokasiy~/ADJ</pos>
jrAks   jarAkis Nap     Circassians
;
;--- jrm
;; jaram-i_1
jrm     jaram   PV      injure;wrong;bone
jrm     jorim   IV      injure;wrong;bone
;; jar~am_1
jrm     jar~am  PV      criminalize;incriminate
jrm     jar~im  IV_yu   criminalize;incriminate
;; >ajoram_1
>jrm    >ajoram PV      commit a crime;sin;do wrong
Ajrm    >ajoram PV      commit a crime;sin;do wrong
jrm     jorim   IV_yu   commit a crime;sin;do wrong
jrm     joram   IV_Pass_yu      be sinned against;be done wrong
;; {ijotaram_1
<jtrm   {ijotaram       PV      incriminate
Ajtrm   {ijotaram       PV      incriminate
jtrm    jotarim IV      incriminate
;; jarom_1
jrm     jarom   Ndu     barge
jrwm    juruwm  N       barges;crimes
;; jirom_1
jrm     jirom   Ndu     body;bulk;mass
>jrAm   >ajorAm N       bodies;crimes
AjrAm   >ajorAm N       bodies;crimes
;; jurom_1
jrm     jurom   N       crime;sin
;; jariymap_1
jrym    jariym  Napdu   crime
jrA}m   jarA}im Ndip    crimes
;; tajoriym_1
tjrym   tajoriym        NduAt   criminalization;incrimination
;; <ijorAm_1
<jrAm   <ijorAm NduAt   delinquency;criminality
AjrAm   <ijorAm NduAt   delinquency;criminality
;; <ijorAmiy~_1
<jrAmy  <ijorAmiy~      Nall    criminal     <pos><ijorAmiy~/ADJ</pos>
AjrAmy  <ijorAmiy~      Nall    criminal     <pos><ijorAmiy~/ADJ</pos>
;; mujorim_1
mjrm    mujorim Nall    criminal
;
;--- jrmz
;; jarAmiz_1
jrAmz   jarAmiz Ndip    legs;limbs
jrAmyz  jarAmiyz        Ndip    legs;limbs
;
;--- jrn
;; juron_1
jrn     juron   Ndu     basin;mortar
>jrAn   >ajorAn N       basins;mortars
AjrAn   >ajorAn N       basins;mortars
;
;; juronAl_1
jrnAl   juronAl Ndu     journal;newspaper
jrAnyl  jarAniyl        Ndip    journals;newspapers
;
;; jruwsap_1
jrws    jruws   Nap     gross
;
;; jiroyas_1
jrys    jiroyas Nprop   Jirias;Gerias
;
;; jaraY-i_1
jrY     jaraY   PV_0    occur;happen;take place;flow
jry     jaray   PV_Atn  occur;happen;take place;flow
jr      jar     PV_ttAw occur;happen;take place;flow
jry     joriy   IV_0hAnn        occur;happen;take place;flow
jr      jor     IV_0hwnyn       occur;happen;take place;flow
jrY     joraY   IV_0_Pass_yu    occur;happen;take place;flow
;; jAraY_1
jArY    jAraY   PV_0    keep up with
jArA    jArA    PV_h    keep up with
jAry    jAray   PV_Atn  keep up with
jAr     jAr     PV_ttAw keep up with
jAry    jAriy   IV_0hAnn_yu     keep up with
jAr     jAr     IV_0hwnyn_yu    keep up with
jArY    jAraY   IV_0_Pass_yu    be kept up with
jAry    jAray   IV_Ann_Pass_yu  be kept up with
;; >ajoraY_1
>jrY    >ajoraY PV_0    conduct;carry out;perform
AjrY    >ajoraY PV_0    conduct;carry out;perform
>jrA    >ajorA  PV_h    conduct;carry out;perform
AjrA    >ajorA  PV_h    conduct;carry out;perform
>jry    >ajoray PV_Atn  conduct;carry out;perform
Ajry    >ajoray PV_Atn  conduct;carry out;perform
>jr     >ajor   PV_ttAw conduct;carry out;perform
Ajr     >ajor   PV_ttAw conduct;carry out;perform
>jry    >ujoriy PV_Pass-aAat    be conducted;be carried out;be performed
Ajry    >ujoriy PV_Pass-aAat    be conducted;be carried out;be performed
jry     joriy   IV_0hAnn_yu     conduct;carry out;perform
jr      jor     IV_0hwnyn_yu    conduct;carry out;perform
jrY     joraY   IV_0_Pass_yu    be conducted;be carried out;be performed
jry     joray   IV_Ann_Pass_yu  be conducted;be carried out;be performed
;; jaroy_1
jry     jaroy   N       course
;; jirAyap_1
jrAy    jirAy   NapAt   rations;salary
;; jarayAn_1
jryAn   jarayAn N       flow;course
;; majoraY_1
mjrY    majoraY N0      course;path
mjrA    majorA  Nhy     course;path
mjry    majoray NAn_Nayn        course;path
mjAry   majAriy N0_Nh   courses;paths
mjAr    majAr   NK      courses;paths
;; mAjarayAt_1
mAjry   mAjaray NAt     events
;; mujArAp_1
mjArA   mujArA  Nap     conformity
;; mujArApF_1
mjArAp  mujArApF        FW-Wa   in conformity;in accordance
;; <ijorA'_1
<jrA'   <ijorA' N0_Nh   conducting;undertaking;carrying out
AjrA'   <ijorA' N0_Nh   conducting;undertaking;carrying out
<jrA&   <ijorA& Nh      conducting;undertaking;carrying out
AjrA&   <ijorA& Nh      conducting;undertaking;carrying out
<jrA}   <ijorA} Nhy     conducting;undertaking;carrying out
AjrA}   <ijorA} Nhy     conducting;undertaking;carrying out
;; <ijorA'_2
<jrA'   <ijorA' N0_Nh   process;measure
AjrA'   <ijorA' N0_Nh   process;measure
<jrA&   <ijorA& Nh      process;measure
AjrA&   <ijorA& Nh      process;measure
<jrA}   <ijorA} Nhy     process;measure
AjrA}   <ijorA} Nhy     process;measure
;; <ijorA'_3
<jrA'   <ijorA' NAn_Nayn        measures;steps
AjrA'   <ijorA' NAn_Nayn        measures;steps
<jrA}   <ijorA} Nayn    measures;steps
AjrA}   <ijorA} Nayn    measures;steps
<jrA'   <ijorA' NAt     measures;steps
